Titolo,Spotify_URL,Description,Id,Part,Category,Guest,Shownotes,Google_url,Guest_lower,GPT,Sottotitolo
"Office of Cards - 020_1 - [INTERVISTA] Massimo Contri, manager e autore. ""Il secondo miglior momento per partire è adesso"".",https://open.spotify.com/episode/6tEiBBHsMr72aKu6F8fg9U,"Prima parte dell'intervista a Massimo Contri, Sales Manager APAC e Nord Europa per Brevetti-CEA SpA.  Trovate show notes e link discussi su https://it.officeofcards.com/podcasts  Buon Ascolto!  Learn more about your ad choices. Visit megaphone.fm/adchoices",20,1,INTERVISTA,Massimo Contri,https://officeofcards.com/ospite/intervista-020-massimo-contri-manager-e-autore-il-secondo-miglior-momento-per-partire-e-adessoandrea-scavolini/,https://podcasts.google.com/feed/aHR0cHM6Ly9mZWVkcy5tZWdhcGhvbmUuZm0vb2ZmaWNlb2ZjYXJkcw/episode/b2ZmaWNlb2ZjYXJkcy5wb2RiZWFuLmNvbS84MGU3MjUzMC0zYjg4LTVlOTctYWE4Yy1kNjRiYzY4ZmEyYjU?sa=X&ved=2ahUKEwj9j7z8g_D_AhX7hv0HHXSvAOgQkfYCegQIARAF,massimo contri,,
"Office of Cards - 019_2 - [INTERVISTA] Andrea Scavolini, figlio d'arte che ha trovato la sua strada",https://open.spotify.com/episode/2qRzM2safQRamWsv2uLYeS,"Seconda parte dell'intervista ad Andrea Scavolini, Partner di Iconsulting.  Trovate show notes e link discussi su https://it.officeofcards.com/podcasts  Buon Ascolto!  Learn more about your ad choices. Visit megaphone.fm/adchoices",19,2,INTERVISTA,Andrea Scavolini,https://officeofcards.com/ospite/intervista-019-andrea-scavolini-figlio-darte-che-ha-trovato-la-sua-strada/,https://podcasts.google.com/feed/aHR0cHM6Ly9mZWVkcy5tZWdhcGhvbmUuZm0vb2ZmaWNlb2ZjYXJkcw/episode/b2ZmaWNlb2ZjYXJkcy5wb2RiZWFuLmNvbS9vZmZpY2Utb2YtY2FyZHMtMDE5XzItaW50ZXJ2aXN0YS1hbmRyZWEtc2Nhdm9saW5pLWZpZ2xpby1kYXJ0ZS1jaGUtaGEtdHJvdmF0by1sYS1zdWEtc3RyYWRhLWEzZWZiZTZmYzM3NGI0NGYyMmEwODBhNjdkMDYyOThi?sa=X&ved=2ahUKEwj9j7z8g_D_AhX7hv0HHXSvAOgQkfYCegQIARAF,andrea scavolini,,
"Office of Cards - 019_1 - [INTERVISTA] Andrea Scavolini, figlio d'arte che ha trovato la sua strada",https://open.spotify.com/episode/00Sds8taYiFVAWv9mTV0bP,"Prima parte dell'intervista ad Andrea Scavolini, Partner di Iconsulting.  Trovate show notes e link discussi su https://it.officeofcards.com/podcasts  Buon Ascolto!  Learn more about your ad choices. Visit megaphone.fm/adchoices",19,1,INTERVISTA,Andrea Scavolini,https://officeofcards.com/ospite/intervista-019-andrea-scavolini-figlio-darte-che-ha-trovato-la-sua-strada/,https://podcasts.google.com/feed/aHR0cHM6Ly9mZWVkcy5tZWdhcGhvbmUuZm0vb2ZmaWNlb2ZjYXJkcw/episode/b2ZmaWNlb2ZjYXJkcy5wb2RiZWFuLmNvbS9vZmZpY2Utb2YtY2FyZHMtMDE5XzEtaW50ZXJ2aXN0YS1hbmRyZWEtc2Nhdm9saW5pLWZpZ2xpby1kYXJ0ZS1jaGUtaGEtdHJvdmF0by1sYS1zdWEtc3RyYWRhLTdlOThkZDM4OTk0ZWZiMjU4MWEyMTM0MzQ0OGE1MTQ1?sa=X&ved=2ahUKEwj9j7z8g_D_AhX7hv0HHXSvAOgQkfYCegQIARAF,andrea scavolini,,
"Office of Cards - 018_2 - [INTERVISTA] Stefano Lappa, avvocato diventato Amministratore Delegato",https://open.spotify.com/episode/5cPRa8b6InAnSeufzD82CC,"Seconda parte dell'intervista a Stefano Lappa, Amministratore Delegato di Pronext, societa' del Gruppo Contec.  Trovate show notes e link discussi su https://it.officeofcards.com/podcasts  Buon Ascolto!  Learn more about your ad choices. Visit megaphone.fm/adchoices",18,2,INTERVISTA,Stefano Lappa,https://officeofcards.com/ospite/libro-026-come-trattare-gli-altri-e-farseli-amici-dale-carnegie/,https://podcasts.google.com/feed/aHR0cHM6Ly9mZWVkcy5tZWdhcGhvbmUuZm0vb2ZmaWNlb2ZjYXJkcw/episode/b2ZmaWNlb2ZjYXJkcy5wb2RiZWFuLmNvbS9vZmZpY2Utb2YtY2FyZHMtMDE4XzItaW50ZXJ2aXN0YS1zdGVmYW5vLWxhcHBhLWF2dm9jYXRvLWRpdmVudGF0by1hbW1pbmlzdHJhdG9yZS1kZWxlZ2F0by03ZDU5ODRjZDMzMTU5NDk3OGZhMjY2NThhZjA4Y2RmMQ?sa=X&ved=2ahUKEwj9j7z8g_D_AhX7hv0HHXSvAOgQkfYCegQIARAF,stefano lappa,,
"Office of Cards - 018_2 - [INTERVISTA] Stefano Lappa, avvocato diventato Amministratore Delegato",https://open.spotify.com/episode/5cPRa8b6InAnSeufzD82CC,"Seconda parte dell'intervista a Stefano Lappa, Amministratore Delegato di Pronext, societa' del Gruppo Contec.  Trovate show notes e link discussi su https://it.officeofcards.com/podcasts  Buon Ascolto!  Learn more about your ad choices. Visit megaphone.fm/adchoices",18,2,INTERVISTA,Stefano Lappa,https://officeofcards.com/ospite/intervista-018-stefano-lappa/,https://podcasts.google.com/feed/aHR0cHM6Ly9mZWVkcy5tZWdhcGhvbmUuZm0vb2ZmaWNlb2ZjYXJkcw/episode/b2ZmaWNlb2ZjYXJkcy5wb2RiZWFuLmNvbS9vZmZpY2Utb2YtY2FyZHMtMDE4XzItaW50ZXJ2aXN0YS1zdGVmYW5vLWxhcHBhLWF2dm9jYXRvLWRpdmVudGF0by1hbW1pbmlzdHJhdG9yZS1kZWxlZ2F0by03ZDU5ODRjZDMzMTU5NDk3OGZhMjY2NThhZjA4Y2RmMQ?sa=X&ved=2ahUKEwj9j7z8g_D_AhX7hv0HHXSvAOgQkfYCegQIARAF,stefano lappa,,
"Office of Cards - 018_1 - [INTERVISTA] Stefano Lappa, avvocato diventato Amministratore Delegato",https://open.spotify.com/episode/65nChAg1gjy06DFf0cY20E,"In questo episodio intervisto Stefano Lappa, Amministratore Delegato di Pronext, societa' del Gruppo Contec.  Trovate show notes e link discussi su https://it.officeofcards.com/podcasts  Buon Ascolto!  Learn more about your ad choices. Visit megaphone.fm/adchoices",18,1,INTERVISTA,Stefano Lappa,https://officeofcards.com/ospite/libro-026-come-trattare-gli-altri-e-farseli-amici-dale-carnegie/,https://podcasts.google.com/feed/aHR0cHM6Ly9mZWVkcy5tZWdhcGhvbmUuZm0vb2ZmaWNlb2ZjYXJkcw/episode/b2ZmaWNlb2ZjYXJkcy5wb2RiZWFuLmNvbS9vZmZpY2Utb2YtY2FyZHMtMDE4XzEtaW50ZXJ2aXN0YS1zdGVmYW5vLWxhcHBhLWF2dm9jYXRvLWRpdmVudGF0by1hbW1pbmlzdHJhdG9yZS1kZWxlZ2F0by0yYmNhYmVlOWJlOWIwMzExZjI1ODliNTBhZjFiMTBlMA?sa=X&ved=2ahUKEwj9j7z8g_D_AhX7hv0HHXSvAOgQkfYCegQIARAF,stefano lappa,,
"Office of Cards - 018_1 - [INTERVISTA] Stefano Lappa, avvocato diventato Amministratore Delegato",https://open.spotify.com/episode/65nChAg1gjy06DFf0cY20E,"In questo episodio intervisto Stefano Lappa, Amministratore Delegato di Pronext, societa' del Gruppo Contec.  Trovate show notes e link discussi su https://it.officeofcards.com/podcasts  Buon Ascolto!  Learn more about your ad choices. Visit megaphone.fm/adchoices",18,1,INTERVISTA,Stefano Lappa,https://officeofcards.com/ospite/intervista-018-stefano-lappa/,https://podcasts.google.com/feed/aHR0cHM6Ly9mZWVkcy5tZWdhcGhvbmUuZm0vb2ZmaWNlb2ZjYXJkcw/episode/b2ZmaWNlb2ZjYXJkcy5wb2RiZWFuLmNvbS9vZmZpY2Utb2YtY2FyZHMtMDE4XzEtaW50ZXJ2aXN0YS1zdGVmYW5vLWxhcHBhLWF2dm9jYXRvLWRpdmVudGF0by1hbW1pbmlzdHJhdG9yZS1kZWxlZ2F0by0yYmNhYmVlOWJlOWIwMzExZjI1ODliNTBhZjFiMTBlMA?sa=X&ved=2ahUKEwj9j7z8g_D_AhX7hv0HHXSvAOgQkfYCegQIARAF,stefano lappa,,
"Office of Cards - 017 - [OFFICE EXTRAS] MBA, farlo o non farlo; con Alessandro Santo",https://open.spotify.com/episode/0yakWN3YsaLylHAPVRlpWR,"Supporta Office of Cards cliccando su questo link e poi fai acquisti su Amazon come fai di solito. Non ti costa nulla ma fa una grandissima differenza!  In questo episodio, con l'aiuto di Alessandro Santo, affrontiamo una domanda che mi e' stata posta da un ascoltatore: ha senso fare un MBA e come fare a scegliere quello giusto?  Tocchiamo questi punti:   Cos'e' un MBA e a chi si rivolge  A cosa serve?  Come e' strutturato? MBA, eMBA  Come scegliere la scuola giusta valutando le graduatorie, la geografia, i costi.  C'e' qualcuno per cui l'MBA non e' una scelta vantaggiosa?  Consigli per affrontare il processo di applicazione  Costi e come finanziarlo   Link utili:   Casi di CEO con MBA di successo  L'approccio di Tim Ferriss  Le graduatorie MBA: Financial Times, Bloomberg   GMAT  Prestito Banca Sella, Fondo Studenti Italiano, SoFI, altri prestiti non citati nell'episodio   Maggiori informazioni su it.officeofcards.com/podcasts  Supporta Office of Cards cliccando su questo link e poi fai acquisti su Amazon come fai di solito. Non ti costa nulla ma fa una grandissima differenza!  Segui Office of Cards su Facebook, Instagram, LinkedIn, Twitter  Learn more about your ad choices. Visit megaphone.fm/adchoices",17,1,OFFICE EXTRAS,Alessandro Santo,https://officeofcards.com/ospite/office-extras-17-mba-alessandro-santo/,https://podcasts.google.com/feed/aHR0cHM6Ly9mZWVkcy5tZWdhcGhvbmUuZm0vb2ZmaWNlb2ZjYXJkcw/episode/b2ZmaWNlb2ZjYXJkcy5wb2RiZWFuLmNvbS9vZmZpY2Utb2YtY2FyZHMtMDE3LW9mZmljZS1leHRyYXMtbWJhLWZhcmxvLW8tbm9uLWZhcmxvLWNvbi1hbGVzc2FuZHJvLXNhbnRvLWUxN2RkYzllMDk1MzE0Yjc1ZWZkMjE3ZjY5M2QxZGMx?sa=X&ved=2ahUKEwj9j7z8g_D_AhX7hv0HHXSvAOgQkfYCegQIARAF,alessandro santo,,
Office of Cards - 016 - [LIBRO] Le 7 regole per avere successo - Stephen Covey,https://open.spotify.com/episode/4dMJwmeZp0D2qZh4toyWnd,"Recensione e commento al libro Le 7 regole per avere successo di Stephen Covey, un libro che ha influenzato profondamente il mio modo di essere e, conseguentemente, la mia carriera.  Trovate le show notes su it.officeofcards.com/podcasts.  Potete trovare anche altri libri che ritengo fondamentali per capire come impostare la propria vita per avere successo su it.officeofcards.com/libri. Se comperate questi libri usando i link sul blog, Amazon mi riconoscera' una piccola commissione. A voi non costa nulla e a me da' un aiuto enorme!  Seguite @officeofcards su LinkedIn, Twitter, Instagram, Facebook e fate domande, commentate, condividete! Buon ascolto!  Learn more about your ad choices. Visit megaphone.fm/adchoices",16,1,LIBRO,*,https://officeofcards.com/ospite/libro-016-le-7-regole-per-avere-successo-covey/,https://podcasts.google.com/feed/aHR0cHM6Ly9mZWVkcy5tZWdhcGhvbmUuZm0vb2ZmaWNlb2ZjYXJkcw/episode/b2ZmaWNlb2ZjYXJkcy5wb2RiZWFuLmNvbS9vZmZpY2Utb2YtY2FyZHMtMDE2LWxpYnJvLWxlLTctcmVnb2xlLXBlci1hdmVyZS1zdWNjZXNzby1zdGVwaGVuLWNvdmV5LWJjZDQ5MWM0OGUwYjAzMjA1NDU3NWNjZWI2ZjJkMGE2?sa=X&ved=2ahUKEwj9j7z8g_D_AhX7hv0HHXSvAOgQkfYCegQIARAF,*,,
"Office of Cards - 015_2 - [OFFICE EXTRAS] L'effetto Office of Cards sui giovani, con Fabio Loconte",https://open.spotify.com/episode/4MKRMtYKfkGCB5ifDCufUF,"Seconda parte dell'episodio con Fabio Loconte, un ragazzo che ho incontrato durante un colloquio un paio di anni fa, che ci racconta l'impatto che quel colloquio, e la lettura di Office of Cards, ha avuto su di lui per aiutarlo a sopravvivere e avere successo nel mondo delle grandi aziende.  Parliamo di abitudini, di politica aziendale, di come fare scelte di carriera in modo strategico.  Supporta Office of Cards cliccando questo link per il vostro shopping su Amazon, non vi costa nulla ma fa moltissima differenza!   Buon ascolto!  Learn more about your ad choices. Visit megaphone.fm/adchoices",15,2,OFFICE EXTRAS,Fabio Loconte,https://officeofcards.com/ospite/podcast-015-leffetto-office-of-cards-fabio-loconte/,https://podcasts.google.com/feed/aHR0cHM6Ly9mZWVkcy5tZWdhcGhvbmUuZm0vb2ZmaWNlb2ZjYXJkcw/episode/b2ZmaWNlb2ZjYXJkcy5wb2RiZWFuLmNvbS9vZmZpY2Utb2YtY2FyZHMtMDE1LW9mZmljZS1leHRyYXMtbGVmZmV0dG8tb2ZmaWNlLW9mLWNhcmRzLXN1aS1naW92YW5pLWNvbi1mYWJpby1sb2NvbnRlLTE1NzAyNTkzNzctMmI0NGY0YWRkZTNhMzU3ZmEwZTFlYmZhNTJlOTA1NDI?sa=X&ved=2ahUKEwj9j7z8g_D_AhX7hv0HHXSvAOgQkfYCegQIARAF,fabio loconte,,
"Office of Cards - 015_1 - [OFFICE EXTRAS] L'effetto Office of Cards sui giovani, con Fabio Loconte",https://open.spotify.com/episode/69SaxyHONxInwNzjhPsieC,"In questa prima parte dell'episodio intervisto Fabio Loconte, un ragazzo che ho incontrato durante un colloquio un paio di anni fa, che ci racconta l'impatto che quel colloquio, e la lettura di Office of Cards, ha avuto su di lui per aiutarlo a sopravvivere e avere successo nel mondo delle grandi aziende.  Parliamo di abitudini, di politica aziendale, di come fare scelte di carriera in modo strategico.  Supporta Office of Cards cliccando questo link per il vostro shopping su Amazon, non vi costa nulla ma fa moltissima differenza!   Buon ascolto!  Learn more about your ad choices. Visit megaphone.fm/adchoices",15,1,OFFICE EXTRAS,Fabio Loconte,https://officeofcards.com/ospite/podcast-015-leffetto-office-of-cards-fabio-loconte/,https://podcasts.google.com/feed/aHR0cHM6Ly9mZWVkcy5tZWdhcGhvbmUuZm0vb2ZmaWNlb2ZjYXJkcw/episode/b2ZmaWNlb2ZjYXJkcy5wb2RiZWFuLmNvbS9vZmZpY2Utb2YtY2FyZHMtMDE1LW9mZmljZS1leHRyYXMtbGVmZmV0dG8tb2ZmaWNlLW9mLWNhcmRzLXN1aS1naW92YW5pLWNvbi1mYWJpby1sb2NvbnRlLTkyMjg5NDU0YTBmOTUzNDQ2YmZjZDFhNjEwODk5NzBh?sa=X&ved=2ahUKEwj9j7z8g_D_AhX7hv0HHXSvAOgQkfYCegQIARAF,fabio loconte,,
Office of Cards - 014_2 - [INTERVISTA] Luca Pagni Cy.Pag.,https://open.spotify.com/episode/6puPfnoiuyMd3sJKhXcdgX,"In questo episodio intervisto Luca Pagni, Chief Financial Officer e General Manager di Cy.Pag.   Trovate show notes e link discussi su https://it.officeofcards.com/podcasts   Buon Ascolto!  Learn more about your ad choices. Visit megaphone.fm/adchoices",14,2,INTERVISTA,Luca Pagni,https://officeofcards.com/ospite/luca_pagni/,https://podcasts.google.com/feed/aHR0cHM6Ly9mZWVkcy5tZWdhcGhvbmUuZm0vb2ZmaWNlb2ZjYXJkcw/episode/b2ZmaWNlb2ZjYXJkcy5wb2RiZWFuLmNvbS9vZmZpY2Utb2YtY2FyZHMtMDE0XzItaW50ZXJ2aXN0YS1sdWNhLXBhZ25pLWN5cGFnLWM5M2U3NWY5ZTc3MGU2YmM2NzNmNjU5MzdmNjRkYzJh?sa=X&ved=2ahUKEwj9j7z8g_D_AhX7hv0HHXSvAOgQkfYCegQIARAF,luca pagni,,
Office of Cards - 014_1 - [INTERVISTA] Luca Pagni Cy.Pag.,https://open.spotify.com/episode/1zmB4nPdyX9tr4Z1dXphQq,"In questo episodio intervisto Luca Pagni, Chief Financial Officer e General Manager di Cy.Pag.  Trovate show notes e link discussi su https://it.officeofcards.com/podcasts   Buon Ascolto!  Learn more about your ad choices. Visit megaphone.fm/adchoices",14,1,INTERVISTA,Luca Pagni,https://officeofcards.com/ospite/luca_pagni/,https://podcasts.google.com/feed/aHR0cHM6Ly9mZWVkcy5tZWdhcGhvbmUuZm0vb2ZmaWNlb2ZjYXJkcw/episode/b2ZmaWNlb2ZjYXJkcy5wb2RiZWFuLmNvbS9vZmZpY2Utb2YtY2FyZHMtMDE0XzEtaW50ZXJ2aXN0YS1sdWNhLXBhZ25pLWN5cGFnLTIyZGVmY2JkNDk0NjVmOTY5YzI2YmFhNGVmOGUxOWE3?sa=X&ved=2ahUKEwj9j7z8g_D_AhX7hv0HHXSvAOgQkfYCegQIARAF,luca pagni,,
"Office of Cards - 013 - [LIBRO] Pensieri Veloci, Pensieri Lenti - Daniel Kahneman",https://open.spotify.com/episode/3p6IE3vRjWOdjoEjMyYi50,"Recensione e commento al libro Pensieri Veloci, Pensieri Lenti di Daniel Kahneman, capolavoro sui processi cognitivi per capire come il nostro cervello interpreta le informazioni e gli stimoli a cui viene sottoposto. Lo considero un testo fondamentale per sviluppare consapevolezza su noi stessi e su cosa ci fa fare quello che facciamo.  Trovate le show notes e gli altri episodi su it.officeofcards.com/podcasts.  Seguite @officeofcards su LinkedIn, Twitter, Instagram, Facebook e fate domande, commentate, condividete!  Buon ascolto!  Learn more about your ad choices. Visit megaphone.fm/adchoices",13,1,LIBRO,*,https://officeofcards.com/ospite/libro-013-pensieri_veloci_pensieri_lenti/,https://podcasts.google.com/feed/aHR0cHM6Ly9mZWVkcy5tZWdhcGhvbmUuZm0vb2ZmaWNlb2ZjYXJkcw/episode/b2ZmaWNlb2ZjYXJkcy5wb2RiZWFuLmNvbS9vZmZpY2Utb2YtY2FyZHMtMDEzLWxpYnJvLXBlbnNpZXJpLXZlbG9jaS1wZW5zaWVyaS1sZW50aS1kYW5pZWwta2FobmVtYW4tYWIzOWQyNmE1N2Q5MzU1MjEwMWM0NTM1NjQ0NWI2MjY?sa=X&ved=2ahUKEwj9j7z8g_D_AhX7hv0HHXSvAOgQkfYCegQIARAF,*,,
"Office of Cards - 012 - [LIBRO] L'arte del negoziato - Fisher, Ury, Patton",https://open.spotify.com/episode/4O0Mg3Y9Lm6quRMmgdLA2T,"Recensione e commento al libro L'arte del negoziato di Fisher, Ury e Patton, IL testo sulle trattative di principio, approccio fondamentale nel mondo corporate per pensare win-win e non farsi nemici #makenoenemies.  Trovate le show notes e gli altri episodi su it.officeofcards.com/podcasts.  Seguite @officeofcards su LinkedIn, Twitter, Instagram, Facebook e fate domande, commentate, condividete!  Buon ascolto!  Learn more about your ad choices. Visit megaphone.fm/adchoices",12,1,LIBRO,*,https://officeofcards.com/ospite/libro-012-l_arte_del_negoziato/,https://podcasts.google.com/feed/aHR0cHM6Ly9mZWVkcy5tZWdhcGhvbmUuZm0vb2ZmaWNlb2ZjYXJkcw/episode/b2ZmaWNlb2ZjYXJkcy5wb2RiZWFuLmNvbS9vZmZpY2Utb2YtY2FyZHMtMDEyLWxpYnJvLWxhcnRlLWRlbC1uZWdvemlhdG8tM2Q1OGQ1MzFiMjg0N2QyMGYxYzI4YjgyNmYyMzIzOTM?sa=X&ved=2ahUKEwj9j7z8g_D_AhX7hv0HHXSvAOgQkfYCegQIARAF,*,,
Office of Cards - 011 - [OFFICE EXTRAS] Come ottenere una promozione (o altre cose importanti),https://open.spotify.com/episode/7qYcy1j5YJBCSYBhOQCK8u,"In questo episodio affronto un tema ""caldo"": come fare a ottenere una promozione o un aumento di stipendio al lavoro?   Discuto un approccio che ho affinato negli anni e che, a me e altre persone che conosco, ha dato risultati eccellenti!   E, ancora meglio, questo approccio e' utilissimo anche nella vita nelle ""negoziazioni"" di tutti i giorni, con la moglie/marito, i figli, il meccanico...  Trovate show notes e link discussi su https://it.officeofcards.com/podcasts  Buon Ascolto!  Learn more about your ad choices. Visit megaphone.fm/adchoices",11,1,OFFICE EXTRAS,*,https://officeofcards.com/ospite/come-ottenere-una-promozione-o-altre-cose-importanti/,https://podcasts.google.com/feed/aHR0cHM6Ly9mZWVkcy5tZWdhcGhvbmUuZm0vb2ZmaWNlb2ZjYXJkcw/episode/b2ZmaWNlb2ZjYXJkcy5wb2RiZWFuLmNvbS9vZmZpY2Utb2YtY2FyZHMtMDExLXRpcHMtY29tZS1vdHRlbmVyZS11bmEtcHJvbW96aW9uZS1vLWFsdHJlLWNvc2UtaW1wb3J0YW50aS0yZDU4Y2FkY2EyNTIzMzk5ODAyZGQ3ZGU3NjYxNTdjMw?sa=X&ved=2ahUKEwj9j7z8g_D_AhX7hv0HHXSvAOgQkfYCegQIARAF,*,,
Office of Cards - 010 - [OFFICE EXTRAS] Sessione di Coaching,https://open.spotify.com/episode/4TpZ4SncJayakzu3Z1o4ZJ,"In questo episodio affronto un tema molto delicato con l'aiuto di un ascoltatore del podcast: un cambio di carriera dopo un percorso di oltre 10 anni in un tipo di business. Come fare a capire qual e' la strada giusta? Come fare, dopo 10 anni di carriera in un lavoro specifico, a cambiare direzione?  Una sessione di coaching simile a quelle che faccio regolarmente per le persone che gestisco, in questo caso ho pensato di registrarla e condividerla con voi.  Ringrazio l'ascoltatore per avermi dato il permesso di registrare e condividere questa chiacchierata!  Trovate show notes e link discussi su https://it.officeofcards.com/podcasts  Buon Ascolto!  Learn more about your ad choices. Visit megaphone.fm/adchoices",10,1,OFFICE EXTRAS,*,https://officeofcards.com/ospite/podcast-010-sessione-di-career-coaching/,https://podcasts.google.com/feed/aHR0cHM6Ly9mZWVkcy5tZWdhcGhvbmUuZm0vb2ZmaWNlb2ZjYXJkcw/episode/b2ZmaWNlb2ZjYXJkcy5wb2RiZWFuLmNvbS9vZmZpY2Utb2YtY2FyZHMtMDEwLXRpcHMtc2Vzc2lvbmUtZGktY29hY2hpbmctNDVkNjVhNWIzODMzNTkwNmU5YjI0OTRkNzI2ZGFhZjU?sa=X&ved=2ahUKEwj9j7z8g_D_AhX7hv0HHXSvAOgQkfYCegQIARAF,*,,
Office of Cards - 009 - [OFFICE EXTRAS] Suggerimenti per accumulare punti coi viaggi di lavoro per fare VACANZE GRATIS (ospite Francesco Federico),https://open.spotify.com/episode/75UVkXFX6scBodRjhJdkGu,"In questo episodio, con l'aiuto di Francesco Federico, condivido trucchi, tecniche e strumenti per guadagnare punti con i viaggi di lavoro, da ""spendere"" poi per fare vacanze da sogno praticamente gratis!  Trovate show notes e link discussi su https://it.officeofcards.com/podcasts  Buon Ascolto!  Learn more about your ad choices. Visit megaphone.fm/adchoices",9,1,OFFICE EXTRAS,Francesco Federico,https://officeofcards.com/ospite/podcast-009-viaggi-di-lavoro-francesco-federico/,https://podcasts.google.com/feed/aHR0cHM6Ly9mZWVkcy5tZWdhcGhvbmUuZm0vb2ZmaWNlb2ZjYXJkcw/episode/b2ZmaWNlb2ZjYXJkcy5wb2RiZWFuLmNvbS9vZmZpY2Utb2YtY2FyZHMtMDA5LXRpcHMtc3VnZ2VyaW1lbnRpLXBlci1hY2N1bXVsYXJlLXB1bnRpLWNvaS12aWFnZ2ktZGktbGF2b3JvLXBlci1mYXJlLXZhY2FuemUtZ3JhdGlzLWNvbi1mcmFuY2VzY28tZmUtYmVhZGJjNjJlOWJmMGJjOTRmNGIxZWU4MTAzZjUzNmI?sa=X&ved=2ahUKEwj9j7z8g_D_AhX7hv0HHXSvAOgQkfYCegQIARAF,francesco federico,,
Office of Cards - 008 - [INTERVISTA] Paolo Levoni eBay,https://open.spotify.com/episode/0gx49tzWveX7AFtqCPDqCC,"In questo episodio intervisto Paolo Levoni, Chief Operating Officer di eBay UK.  Trovate show notes e link discussi su https://it.officeofcards.com/podcasts  Buon Ascolto!  Learn more about your ad choices. Visit megaphone.fm/adchoices",8,1,INTERVISTA,Paolo Levoni,https://officeofcards.com/ospite/podcast-008-intervista-a-paolo-levoni/,https://podcasts.google.com/feed/aHR0cHM6Ly9mZWVkcy5tZWdhcGhvbmUuZm0vb2ZmaWNlb2ZjYXJkcw/episode/b2ZmaWNlb2ZjYXJkcy5wb2RiZWFuLmNvbS9vZmZpY2Utb2YtY2FyZHMtMDA3LWludGVydmlzdGEtcGFvbG8tbGV2b25pLWViYXktNjdmMzY2ODkyMTU3YThiODM4M2Y1NDY5YjA2YTFlNGI?sa=X&ved=2ahUKEwj9j7z8g_D_AhX7hv0HHXSvAOgQkfYCegQIARAF,paolo levoni,,
Office of Cards - 007_3 - [LIBRO] Le armi della persuasione - Robert Cialdini - 3 di 3,https://open.spotify.com/episode/1Rcne5nBHyWdEHVwsP46jH,"Recensione e commento al libro ""Le armi della persuasione"" di Robert Cialdini, un classico senza tempo della psicologia comportamentale.  Trovate le show notes e gli altri episodi su it.officeofcards.com/podcasts.  Seguite @officeofcards su LinkedIn, Twitter, Instagram, Facebook e fate domande, commentate, condividete!  Buon ascolto!  Supporta Office of Cards con i tuoi acquisti su Amazon.  Learn more about your ad choices. Visit megaphone.fm/adchoices",7,3,LIBRO,*,https://officeofcards.com/ospite/podcast-007-libro-le-armi-della-persuasione-robert-cialdini/,https://podcasts.google.com/feed/aHR0cHM6Ly9mZWVkcy5tZWdhcGhvbmUuZm0vb2ZmaWNlb2ZjYXJkcw/episode/b2ZmaWNlb2ZjYXJkcy5wb2RiZWFuLmNvbS9vZmZpY2Utb2YtY2FyZHMtMDA3LWxpYnJvLWxlLWFybWktZGVsbGEtcGVyc3Vhc2lvbmUtcm9iZXJ0LWNpYWxkaW5pLTMtZGktMy03ZjU5ZmRjMjQ5OWY1NTM0ODI4MWY1NzRiNDdmMzEzYQ?sa=X&ved=2ahUKEwj9j7z8g_D_AhX7hv0HHXSvAOgQkfYCegQIARAF,*,,
Office of Cards - 007_2 - [LIBRO] Le armi della persuasione - Robert Cialdini - 2 di 3,https://open.spotify.com/episode/7meRrx78eTtHO7nrcdMmEG,"Recensione e commento al libro ""Le armi della persuasione"" di Robert Cialdini, un classico senza tempo della psicologia comportamentale.  Trovate le show notes e gli altri episodi su it.officeofcards.com/podcasts.  Seguite @officeofcards su LinkedIn, Twitter, Instagram, Facebook e fate domande, commentate, condividete!  Buon ascolto!  Supporta Office of Cards con i tuoi acquisti su Amazon.  Learn more about your ad choices. Visit megaphone.fm/adchoices",7,2,LIBRO,*,https://officeofcards.com/ospite/podcast-007-libro-le-armi-della-persuasione-robert-cialdini/,https://podcasts.google.com/feed/aHR0cHM6Ly9mZWVkcy5tZWdhcGhvbmUuZm0vb2ZmaWNlb2ZjYXJkcw/episode/b2ZmaWNlb2ZjYXJkcy5wb2RiZWFuLmNvbS9vZmZpY2Utb2YtY2FyZHMtMDA3XzItbGlicm8tbGUtYXJtaS1kZWxsYS1wZXJzdWFzaW9uZS1yb2JlcnQtY2lhbGRpbmktMi1kaS0zLTE2NGU3NDc0NmE0MzBhMDJjNGEwOWQzYzQxOGFhZGYw?sa=X&ved=2ahUKEwj9j7z8g_D_AhX7hv0HHXSvAOgQkfYCegQIARAF,*,,
