Titolo,Spotify_URL,Description,Id,Part,Category,Guest,Shownotes,Google_url,Guest_lower,GPT,Sottotitolo
"Office of Cards - 081_2 - [INTERVISTA] - Giovanni Ciarlariello, “la cosa più importante che puoi fare è fare BENE il lavoro che devi fare OGGI”",https://open.spotify.com/episode/1bUpFpeVgcTQmmscZ2pDCl,"Seconda parte dell'intervista a Giovanni Ciarlariello, CEO di iConsulting.  Trovate show notes e link discussi su https://it.officeofcards.com/podcasts  Buon Ascolto!  Learn more about your ad choices. Visit megaphone.fm/adchoices",81,2,INTERVISTA,Giovanni Ciarlariello,https://officeofcards.com/ospite/giovanni-ciarlariello/,https://podcasts.google.com/feed/aHR0cHM6Ly9mZWVkcy5tZWdhcGhvbmUuZm0vb2ZmaWNlb2ZjYXJkcw/episode/b2ZmaWNlb2ZjYXJkcy5wb2RiZWFuLmNvbS8wMjhkYzE3Mi0wOTc0LTM1NDYtYjVkYi02MzAxMjIwZDIwZTE?sa=X&ved=2ahUKEwj9j7z8g_D_AhX7hv0HHXSvAOgQkfYCegQIARAF,giovanni ciarlariello,,
"Office of Cards - 081_1 - [INTERVISTA] - Giovanni Ciarlariello, “la cosa più importante che puoi fare è fare BENE il lavoro che devi fare OGGI”",https://open.spotify.com/episode/4m2r93ShKJCSnPqVDAGKlc,"Prima parte dell'intervista a Giovanni Ciarlariello, CEO di iConsulting.  Trovate show notes e link discussi su https://it.officeofcards.com/podcasts  Buon Ascolto!  Learn more about your ad choices. Visit megaphone.fm/adchoices",81,1,INTERVISTA,Giovanni Ciarlariello,https://officeofcards.com/ospite/giovanni-ciarlariello/,https://podcasts.google.com/feed/aHR0cHM6Ly9mZWVkcy5tZWdhcGhvbmUuZm0vb2ZmaWNlb2ZjYXJkcw/episode/b2ZmaWNlb2ZjYXJkcy5wb2RiZWFuLmNvbS82ZDEwYzU3MS1mZjAyLTM5NGQtYmExOS0yZDk3NmJhMjZiNDc?sa=X&ved=2ahUKEwj9j7z8g_D_AhX7hv0HHXSvAOgQkfYCegQIARAF,giovanni ciarlariello,,
"Office of Cards - 080_2 - [INTERVISTA] - Andrea Attanà, ”dai tempo alle persone e ti stupiranno”",https://open.spotify.com/episode/5ouG8VeUkrZrMUez73LvSx,"Seconda parte dell'intervista a Andrea Attanà, Head of Learning a LinkedIn Italia.  Trovate show notes e link discussi su https://it.officeofcards.com/podcasts  Buon Ascolto!  Learn more about your ad choices. Visit megaphone.fm/adchoices",80,2,INTERVISTA,Andrea Attanà,https://officeofcards.com/ospite/andrea-attana/,https://podcasts.google.com/feed/aHR0cHM6Ly9mZWVkcy5tZWdhcGhvbmUuZm0vb2ZmaWNlb2ZjYXJkcw/episode/b2ZmaWNlb2ZjYXJkcy5wb2RiZWFuLmNvbS9iYTliZTlmYy1mZDU0LTM5ZDYtYWM3ZS02MjBmNGUzOTJjNGI?sa=X&ved=2ahUKEwj9j7z8g_D_AhX7hv0HHXSvAOgQkfYCegQIARAF,andrea attanà,,
"Office of Cards - 080_1 - [INTERVISTA] - Andrea Attanà, ”dai tempo alle persone e ti stupiranno”",https://open.spotify.com/episode/1Y8UyZEKYFliKRonZK7zT4,"Prima parte dell'intervista a Andrea Attanà, Head of Learning a LinkedIn Italia.  Trovate show notes e link discussi su https://it.officeofcards.com/podcasts  Buon Ascolto!  Learn more about your ad choices. Visit megaphone.fm/adchoices",80,1,INTERVISTA,Andrea Attanà,https://officeofcards.com/ospite/andrea-attana/,https://podcasts.google.com/feed/aHR0cHM6Ly9mZWVkcy5tZWdhcGhvbmUuZm0vb2ZmaWNlb2ZjYXJkcw/episode/b2ZmaWNlb2ZjYXJkcy5wb2RiZWFuLmNvbS9hNmE1N2YyZS0yOTdiLTNmZDAtYmFhMi02MjA4MThkZmMxZGE?sa=X&ved=2ahUKEwj9j7z8g_D_AhX7hv0HHXSvAOgQkfYCegQIARAF,andrea attanà,,
"Office of Cards - 079_2 - [INTERVISTA] - Alessandra Scapin, “il merito dovrebbe essere l’unico metro per misurare le persone”",https://open.spotify.com/episode/1BPtCLzJFbs3MFk8jIvniL,"Seconda parte dell'intervista a Alessandra Scapin, CMO presso IMG Spa.  Trovate show notes e link discussi su https://it.officeofcards.com/podcasts  Buon Ascolto!  Learn more about your ad choices. Visit megaphone.fm/adchoices",79,2,INTERVISTA,Alessandra Scapin,https://officeofcards.com/ospite/alessandra-scapin/,https://podcasts.google.com/feed/aHR0cHM6Ly9mZWVkcy5tZWdhcGhvbmUuZm0vb2ZmaWNlb2ZjYXJkcw/episode/b2ZmaWNlb2ZjYXJkcy5wb2RiZWFuLmNvbS81M2JlYTNlZC03MjhhLTM4OGYtODIzNy1iMzgzMGMwYzkyYTg?sa=X&ved=2ahUKEwj9j7z8g_D_AhX7hv0HHXSvAOgQkfYCegQIARAF,alessandra scapin,,
"Office of Cards - 079_1 - [INTERVISTA] - Alessandra Scapin, “il merito dovrebbe essere l’unico metro per misurare le persone”",https://open.spotify.com/episode/2UsqwccRvfV26gzyhKNGcb,"Prima parte dell'intervista a Alessandra Scapin, CMO presso IMG Spa.  Trovate show notes e link discussi su https://it.officeofcards.com/podcasts  Buon Ascolto!  Learn more about your ad choices. Visit megaphone.fm/adchoices",79,1,INTERVISTA,Alessandra Scapin,https://officeofcards.com/ospite/alessandra-scapin/,https://podcasts.google.com/feed/aHR0cHM6Ly9mZWVkcy5tZWdhcGhvbmUuZm0vb2ZmaWNlb2ZjYXJkcw/episode/b2ZmaWNlb2ZjYXJkcy5wb2RiZWFuLmNvbS8zODdhYWE3OS02NWQwLTMyMjgtODIyNi0xMmU4NTFjNGE0MTY?sa=X&ved=2ahUKEwj9j7z8g_D_AhX7hv0HHXSvAOgQkfYCegQIARAF,alessandra scapin,,
"Office of Cards - 078_2 - [INTERVISTA] - Nicola Triglione, ”la salute va gestita in maniera OLISTICA e PERSONALIZZATA”",https://open.spotify.com/episode/0mzaG3bWfiapPMmlOqjWxT,"Seconda parte dell'intervista a Nicola Triglione, medico Cardiologo.  Trovate show notes e link discussi su https://it.officeofcards.com/podcasts  Buon Ascolto!  Learn more about your ad choices. Visit megaphone.fm/adchoices",78,2,INTERVISTA,Nicola Triglione,https://officeofcards.com/ospite/nicola-triglione/,https://podcasts.google.com/feed/aHR0cHM6Ly9mZWVkcy5tZWdhcGhvbmUuZm0vb2ZmaWNlb2ZjYXJkcw/episode/b2ZmaWNlb2ZjYXJkcy5wb2RiZWFuLmNvbS8zODdjMmU5OS02YzQwLTMwZjYtYWM3My01NTVlNDBkMTU1ZDM?sa=X&ved=2ahUKEwj9j7z8g_D_AhX7hv0HHXSvAOgQkfYCegQIARAF,nicola triglione,,
"Office of Cards - 078_1 - [INTERVISTA] - Nicola Triglione, ”la salute va gestita in maniera OLISTICA e PERSONALIZZATA”",https://open.spotify.com/episode/3BvzAQdVKPuAaGASF9TWrv,"Prima parte dell'intervista a Nicola Triglione, medico Cardiologo.  Trovate show notes e link discussi su https://it.officeofcards.com/podcasts  Buon Ascolto!  Learn more about your ad choices. Visit megaphone.fm/adchoices",78,1,INTERVISTA,Nicola Triglione,https://officeofcards.com/ospite/nicola-triglione/,https://podcasts.google.com/feed/aHR0cHM6Ly9mZWVkcy5tZWdhcGhvbmUuZm0vb2ZmaWNlb2ZjYXJkcw/episode/b2ZmaWNlb2ZjYXJkcy5wb2RiZWFuLmNvbS80ZjQ4NmZkNC1hMzEzLTNlMjAtOTM1Zi0zOGQzOGI5ZGYyOWU?sa=X&ved=2ahUKEwj9j7z8g_D_AhX7hv0HHXSvAOgQkfYCegQIARAF,nicola triglione,,
"Office of Cards - 077_2 - [INTERVISTA] - Federico Sbandi, ”il dispiacere non porta a niente, la rabbia può essere convertita in energia positiva”",https://open.spotify.com/episode/6xEjsqLzdP8XjwuhVHwjVP,Seconda parte dell'intervista a Federico Sbandi.  Trovate show notes e link discussi su https://it.officeofcards.com/podcasts  Buon Ascolto!  Learn more about your ad choices. Visit megaphone.fm/adchoices,77,2,INTERVISTA,Federico Sbandi,https://officeofcards.com/ospite/federico-sbandi/,https://podcasts.google.com/feed/aHR0cHM6Ly9mZWVkcy5tZWdhcGhvbmUuZm0vb2ZmaWNlb2ZjYXJkcw/episode/b2ZmaWNlb2ZjYXJkcy5wb2RiZWFuLmNvbS9jYTQxZmMwMi03MDM4LTMwNGYtYjMwMS0yMmIzMjA5OTlhMWQ?sa=X&ved=2ahUKEwj9j7z8g_D_AhX7hv0HHXSvAOgQkfYCegQIARAF,federico sbandi,,
"Office of Cards - 077_1 - [INTERVISTA] - Federico Sbandi, ”il dispiacere non porta a niente, la rabbia può essere convertita in energia positiva”",https://open.spotify.com/episode/7k5yh1b1P8lMhIL6pNTWto,Prima parte dell'intervista a Federico Sbandi.  Trovate show notes e link discussi su https://it.officeofcards.com/podcasts  Buon Ascolto!  Learn more about your ad choices. Visit megaphone.fm/adchoices,77,1,INTERVISTA,Federico Sbandi,https://officeofcards.com/ospite/federico-sbandi/,https://podcasts.google.com/feed/aHR0cHM6Ly9mZWVkcy5tZWdhcGhvbmUuZm0vb2ZmaWNlb2ZjYXJkcw/episode/b2ZmaWNlb2ZjYXJkcy5wb2RiZWFuLmNvbS81ZGE5ZTRhZC1hZmE1LTNiZDgtYmIzMS04MTJkYzg4ZmI4MmU?sa=X&ved=2ahUKEwj9j7z8g_D_AhX7hv0HHXSvAOgQkfYCegQIARAF,federico sbandi,,
"Office of Cards - 076_2 - [INTERVISTA] - Luca Foresti, ”dobbiamo riempirci di buone domande”",https://open.spotify.com/episode/2ynO0Fg0bzxV0ZUXfI9VWW,"Seconda parte dell'intervista a Luca Foresti, CEO di Santagostino.  Trovate show notes e link discussi su https://it.officeofcards.com/podcasts  Buon Ascolto!  Learn more about your ad choices. Visit megaphone.fm/adchoices",76,2,INTERVISTA,Luca Foresti,https://officeofcards.com/ospite/luca-foresti/,https://podcasts.google.com/feed/aHR0cHM6Ly9mZWVkcy5tZWdhcGhvbmUuZm0vb2ZmaWNlb2ZjYXJkcw/episode/b2ZmaWNlb2ZjYXJkcy5wb2RiZWFuLmNvbS80ZDNmMGE4OC1lYWFiLTMyZmQtYjJmMi0xZDAxY2EzNTM5MzI?sa=X&ved=2ahUKEwj9j7z8g_D_AhX7hv0HHXSvAOgQkfYCegQIARAF,luca foresti,,
"Office of Cards - 076_1 - [INTERVISTA] - Luca Foresti, ”dobbiamo riempirci di buone domande”",https://open.spotify.com/episode/6QNG7vWpMoJ5hqFoJmlp6s,"Prima parte dell'intervista a Luca Foresti, CEO di Santagostino.  Trovate show notes e link discussi su https://it.officeofcards.com/podcasts  Buon Ascolto!  Learn more about your ad choices. Visit megaphone.fm/adchoices",76,1,INTERVISTA,Luca Foresti,https://officeofcards.com/ospite/luca-foresti/,https://podcasts.google.com/feed/aHR0cHM6Ly9mZWVkcy5tZWdhcGhvbmUuZm0vb2ZmaWNlb2ZjYXJkcw/episode/b2ZmaWNlb2ZjYXJkcy5wb2RiZWFuLmNvbS9iZDcxNTA2NS02MDQ5LTNhM2QtYTEwMi0zZTQyYzhiNmU5Y2Y?sa=X&ved=2ahUKEwj9j7z8g_D_AhX7hv0HHXSvAOgQkfYCegQIARAF,luca foresti,,
"Office of Cards - 075_2 - [INTERVISTA] - Daniele Cobianchi, ”la creatività è la chiave per parlare al cuore delle persone”",https://open.spotify.com/episode/14cDsy8EsiHoCrMKG9fIdg,"Seconda parte dell'intervista a Daniele Cobianchi, CEO di McCann Italia.  Trovate show notes e link discussi su https://it.officeofcards.com/podcasts  Buon Ascolto!  Learn more about your ad choices. Visit megaphone.fm/adchoices",75,2,INTERVISTA,Daniele Cobianchi,https://officeofcards.com/ospite/daniele-cobianchi/,https://podcasts.google.com/feed/aHR0cHM6Ly9mZWVkcy5tZWdhcGhvbmUuZm0vb2ZmaWNlb2ZjYXJkcw/episode/b2ZmaWNlb2ZjYXJkcy5wb2RiZWFuLmNvbS80ZWI3YWE4ZC1iNTFkLTNkZmMtOGNmNS0yYTI5N2I2ZjIzZDk?sa=X&ved=2ahUKEwj9j7z8g_D_AhX7hv0HHXSvAOgQkfYCegQIARAF,daniele cobianchi,,
"Office of Cards - 075_1 - [INTERVISTA] - Daniele Cobianchi, ”la creatività è la chiave per parlare al cuore delle persone”",https://open.spotify.com/episode/6fEzkCqekibS7A5Wo3hXZQ,"Prima parte dell'intervista a Daniele Cobianchi, CEO di McCann Italia.  Trovate show notes e link discussi su https://it.officeofcards.com/podcasts  Buon Ascolto!  Learn more about your ad choices. Visit megaphone.fm/adchoices",75,1,INTERVISTA,Daniele Cobianchi,https://officeofcards.com/ospite/daniele-cobianchi/,https://podcasts.google.com/feed/aHR0cHM6Ly9mZWVkcy5tZWdhcGhvbmUuZm0vb2ZmaWNlb2ZjYXJkcw/episode/b2ZmaWNlb2ZjYXJkcy5wb2RiZWFuLmNvbS82MWFiOWY2NC04ZjY4LTNiYzYtOTdiYi1hZDk5ZTM0ZTRiNmE?sa=X&ved=2ahUKEwj9j7z8g_D_AhX7hv0HHXSvAOgQkfYCegQIARAF,daniele cobianchi,,
"Office of Cards - 074_2 - [INTERVISTA] - Vincenzo Tortora V2.0, “approfondiamo sonno, integratori e digiuno intermittente”",https://open.spotify.com/episode/6QlmanZtdJUfCbNdqwQMvQ,"Seconda parte dell'intervista a Vincenzo Tortora, esperto di nutrizione e CEO&Founder di Oukside.  Trovate show notes e link discussi su https://it.officeofcards.com/podcasts  Buon Ascolto!  Learn more about your ad choices. Visit megaphone.fm/adchoices",74,2,INTERVISTA,Vincenzo Tortora,https://officeofcards.com/ospite/vincenzo-tortora-v2-0/,https://podcasts.google.com/feed/aHR0cHM6Ly9mZWVkcy5tZWdhcGhvbmUuZm0vb2ZmaWNlb2ZjYXJkcw/episode/b2ZmaWNlb2ZjYXJkcy5wb2RiZWFuLmNvbS80ZDA3ZGNkYi01MDkzLTM4NmQtOWEwYi01MzI4YTlhZDEyNDI?sa=X&ved=2ahUKEwj9j7z8g_D_AhX7hv0HHXSvAOgQkfYCegQIARAF,vincenzo tortora,,
"Office of Cards - 074_1 - [INTERVISTA] - Vincenzo Tortora V2.0, “approfondiamo sonno, integratori e digiuno intermittente”",https://open.spotify.com/episode/1M2WYl89CMRx7wbLGU9ffs,"Prima parte dell'intervista a Vincenzo Tortora, esperto di nutrizione e CEO&Founder di Oukside.  Trovate show notes e link discussi su https://it.officeofcards.com/podcasts  Buon Ascolto!  Learn more about your ad choices. Visit megaphone.fm/adchoices",74,1,INTERVISTA,Vincenzo Tortora,https://officeofcards.com/ospite/vincenzo-tortora-v2-0/,https://podcasts.google.com/feed/aHR0cHM6Ly9mZWVkcy5tZWdhcGhvbmUuZm0vb2ZmaWNlb2ZjYXJkcw/episode/b2ZmaWNlb2ZjYXJkcy5wb2RiZWFuLmNvbS80MmI4NThhYi1hNjk0LTM3MGMtYWNjZS05YzQ0NTJiZmRmNmU?sa=X&ved=2ahUKEwj9j7z8g_D_AhX7hv0HHXSvAOgQkfYCegQIARAF,vincenzo tortora,,
"Office of Cards - 073 - [INTERVISTA] - Francesca Bardelli Nonino, ”volevo trovare la mia voce”",https://open.spotify.com/episode/7nMWY8HwR2apmZjx15VuBz,"Intervista a Francesca Nonino, 6a generazione di Distillatori Nonino e Influencer della grappa.  Trovate show notes e link discussi su https://it.officeofcards.com/podcasts  Buon Ascolto!  Learn more about your ad choices. Visit megaphone.fm/adchoices",73,1,INTERVISTA,Francesca Bardelli Nonino,https://officeofcards.com/ospite/francesca-bardelli-nonino/,https://podcasts.google.com/feed/aHR0cHM6Ly9mZWVkcy5tZWdhcGhvbmUuZm0vb2ZmaWNlb2ZjYXJkcw/episode/b2ZmaWNlb2ZjYXJkcy5wb2RiZWFuLmNvbS83MjZhMzFlMS1lYWZhLTNlZDctOTNlZS01MDEyZDZhODM0ZGU?sa=X&ved=2ahUKEwj9j7z8g_D_AhX7hv0HHXSvAOgQkfYCegQIARAF,francesca bardelli nonino,,
"Office of Cards - 072 - [INTERVISTA] - Giancarlo Perbellini, ”dobbiamo imparare ad ascoltare”",https://open.spotify.com/episode/7nlOldtIkHkESaj8hzQPEk,"Intervista a Giancarlo Perbellini, chef e patron di Casa Perbellini e altri 10 ristoranti in Italia.  Trovate show notes e link discussi su https://it.officeofcards.com/podcasts  Buon Ascolto!  Learn more about your ad choices. Visit megaphone.fm/adchoices",72,1,INTERVISTA,Giancarlo Perbellini,https://officeofcards.com/ospite/giancarlo-perbellini/,https://podcasts.google.com/feed/aHR0cHM6Ly9mZWVkcy5tZWdhcGhvbmUuZm0vb2ZmaWNlb2ZjYXJkcw/episode/b2ZmaWNlb2ZjYXJkcy5wb2RiZWFuLmNvbS9hODZkMTFiZi00MDY0LTNjODMtYmFjNi04YzVmNzNmNDU5NGI?sa=X&ved=2ahUKEwj9j7z8g_D_AhX7hv0HHXSvAOgQkfYCegQIARAF,giancarlo perbellini,,
"Office of Cards - 071_2 - [INTERVISTA] - Deborah Ghisolfi, “ma tu sei felice?”",https://open.spotify.com/episode/6KW1Dn7IlplqiRNKevO8H7,"Seconda parte dell'intervista a Deborah Ghisolfi, coach di Agile Marketing Italia  Trovate show notes e link discussi su https://it.officeofcards.com/podcasts  Buon Ascolto!  Learn more about your ad choices. Visit megaphone.fm/adchoices",71,2,INTERVISTA,Deborah Ghisolfi,https://officeofcards.com/ospite/deborah-ghisolfi/,https://podcasts.google.com/feed/aHR0cHM6Ly9mZWVkcy5tZWdhcGhvbmUuZm0vb2ZmaWNlb2ZjYXJkcw/episode/b2ZmaWNlb2ZjYXJkcy5wb2RiZWFuLmNvbS9jYWUxYWY0OC0zNGNkLTM3ZmUtYTFkYi1lOTM5YzM0YTk5MmI?sa=X&ved=2ahUKEwj9j7z8g_D_AhX7hv0HHXSvAOgQkfYCegQIARAF,deborah ghisolfi,,
"Office of Cards - 071_1 - [INTERVISTA] - Deborah Ghisolfi, “ma tu sei felice?”",https://open.spotify.com/episode/2kcaQ35u200SiJwvlHJhw9,"Prima parte dell'intervista a Deborah Ghisolfi, coach di Agile Marketing Italia  Trovate show notes e link discussi su https://it.officeofcards.com/podcasts  Buon Ascolto!  Learn more about your ad choices. Visit megaphone.fm/adchoices",71,1,INTERVISTA,Deborah Ghisolfi,https://officeofcards.com/ospite/deborah-ghisolfi/,https://podcasts.google.com/feed/aHR0cHM6Ly9mZWVkcy5tZWdhcGhvbmUuZm0vb2ZmaWNlb2ZjYXJkcw/episode/b2ZmaWNlb2ZjYXJkcy5wb2RiZWFuLmNvbS85MzdlODFiMS1iNGM2LTM1MzUtODZiMC00ODE2NDVkMTNjOWI?sa=X&ved=2ahUKEwj9j7z8g_D_AhX7hv0HHXSvAOgQkfYCegQIARAF,deborah ghisolfi,,
"Office of Cards - 070_2 - [INTERVISTA] - Paolo Pugni, ”riflettere per capire chi siamo (e cosa abbiamo da dare agli altri)”",https://open.spotify.com/episode/05I4BIbCaCZ1nvWShruEuP,"Seconda parte dell'intervista a Paolo Pugni, Senior Partner di Pugni Malagò Consulting e Vice Presidente Associazione Italiana Podcasting  Trovate show notes e link discussi su https://it.officeofcards.com/podcasts  Buon Ascolto!  Learn more about your ad choices. Visit megaphone.fm/adchoices",70,2,INTERVISTA,Paolo Pugni,https://officeofcards.com/ospite/paolo-pugni/,https://podcasts.google.com/feed/aHR0cHM6Ly9mZWVkcy5tZWdhcGhvbmUuZm0vb2ZmaWNlb2ZjYXJkcw/episode/b2ZmaWNlb2ZjYXJkcy5wb2RiZWFuLmNvbS85ZTk2MDY3OS0wZTczLTMxYmUtOTNiMS04MDZiMDE5N2NmOGM?sa=X&ved=2ahUKEwj9j7z8g_D_AhX7hv0HHXSvAOgQkfYCegQIARAF,paolo pugni,,
"Office of Cards - 070_1 - [INTERVISTA] - Paolo Pugni, ”riflettere per capire chi siamo (e cosa abbiamo da dare agli altri)”",https://open.spotify.com/episode/7h11kZpIuss3M1WYQa8a4q,"Prima parte dell'intervista a Paolo Pugni, Senior Partner di Pugni Malagò Consulting e Vice Presidente Associazione Italiana Podcasting  Trovate show notes e link discussi su https://it.officeofcards.com/podcasts  Buon Ascolto!  Learn more about your ad choices. Visit megaphone.fm/adchoices",70,1,INTERVISTA,Paolo Pugni,https://officeofcards.com/ospite/paolo-pugni/,https://podcasts.google.com/feed/aHR0cHM6Ly9mZWVkcy5tZWdhcGhvbmUuZm0vb2ZmaWNlb2ZjYXJkcw/episode/b2ZmaWNlb2ZjYXJkcy5wb2RiZWFuLmNvbS9jMWIyM2ExMS1kNDcxLTNjYWYtYjlhNi1mYWQzN2M5NWIwNGU?sa=X&ved=2ahUKEwj9j7z8g_D_AhX7hv0HHXSvAOgQkfYCegQIARAF,paolo pugni,,
"Office of Cards - 069_2 - [INTERVISTA] - Nicolò Santin, ”il fallimento è uno step per raggiungere il successo”",https://open.spotify.com/episode/4D7waRFiS95L8KXWJBENIq,"Seconda parte dell'intervista a Nicolò Santin, co-founder e CEO di Gamindo  Trovate show notes e link discussi su https://it.officeofcards.com/podcasts  Buon Ascolto!  Learn more about your ad choices. Visit megaphone.fm/adchoices",69,2,INTERVISTA,Nicolò Santin,https://officeofcards.com/ospite/nicolo-santin/,https://podcasts.google.com/feed/aHR0cHM6Ly9mZWVkcy5tZWdhcGhvbmUuZm0vb2ZmaWNlb2ZjYXJkcw/episode/b2ZmaWNlb2ZjYXJkcy5wb2RiZWFuLmNvbS9iODc1MWU4Mi1lMTFiLTNlYmUtYjk1ZS1mOWEzMGExZDY3MmY?sa=X&ved=2ahUKEwj9j7z8g_D_AhX7hv0HHXSvAOgQkfYCegQIARAF,nicolò santin,,
"Office of Cards - 069_1 - [INTERVISTA] - Nicolò Santin, ”il fallimento è uno step per raggiungere il successo”",https://open.spotify.com/episode/7MfNwOwaGrs4zA0BRuEkym,"Prima parte dell'intervista a Nicolò Santin, co-founder e CEO di Gamindo  Trovate show notes e link discussi su https://it.officeofcards.com/podcasts  Buon Ascolto!  Learn more about your ad choices. Visit megaphone.fm/adchoices",69,1,INTERVISTA,Nicolò Santin,https://officeofcards.com/ospite/nicolo-santin/,https://podcasts.google.com/feed/aHR0cHM6Ly9mZWVkcy5tZWdhcGhvbmUuZm0vb2ZmaWNlb2ZjYXJkcw/episode/b2ZmaWNlb2ZjYXJkcy5wb2RiZWFuLmNvbS8wNTM1NzhhOC1lZjk1LTNiZmMtYTYyYS1mNzEyN2Q1YTJmNTY?sa=X&ved=2ahUKEwj9j7z8g_D_AhX7hv0HHXSvAOgQkfYCegQIARAF,nicolò santin,,
"Office of Cards - 068_2 - [INTERVISTA] - Luca Panigada, ”il mio piacere è la somma del piacere delle persone di cui ho responsabilità”",https://open.spotify.com/episode/4UYyKk6jFiyJWwDQrSClwb,"Seconda parte dell'intervista a Luca Panigada, founder e managing director di SENSEI  Trovate show notes e link discussi su https://it.officeofcards.com/podcasts  Buon Ascolto!  Learn more about your ad choices. Visit megaphone.fm/adchoices",68,2,INTERVISTA,Luca Panigada,https://officeofcards.com/ospite/luca-panigada/,https://podcasts.google.com/feed/aHR0cHM6Ly9mZWVkcy5tZWdhcGhvbmUuZm0vb2ZmaWNlb2ZjYXJkcw/episode/b2ZmaWNlb2ZjYXJkcy5wb2RiZWFuLmNvbS9kZTZhZGIyMS1hNmY5LTM3MzQtOWEzMi02NWY3MWRhOGYyZTc?sa=X&ved=2ahUKEwj9j7z8g_D_AhX7hv0HHXSvAOgQkfYCegQIARAF,luca panigada,,
"Office of Cards - 068_1 - [INTERVISTA] - Luca Panigada, ”il mio piacere è la somma del piacere delle persone di cui ho responsabilità”",https://open.spotify.com/episode/4gBDXGXOQrINlKgGE1Jc2Y,"Prima parte dell'intervista a Luca Panigada, founder e managing director di SENSEI  Trovate show notes e link discussi su https://it.officeofcards.com/podcasts  Buon Ascolto!  Learn more about your ad choices. Visit megaphone.fm/adchoices",68,1,INTERVISTA,Luca Panigada,https://officeofcards.com/ospite/luca-panigada/,https://podcasts.google.com/feed/aHR0cHM6Ly9mZWVkcy5tZWdhcGhvbmUuZm0vb2ZmaWNlb2ZjYXJkcw/episode/b2ZmaWNlb2ZjYXJkcy5wb2RiZWFuLmNvbS9hZmI2ZjlmZS04YTRhLTNiYjEtYWEyZi03MTgxNmYzNThiYTI?sa=X&ved=2ahUKEwj9j7z8g_D_AhX7hv0HHXSvAOgQkfYCegQIARAF,luca panigada,,
"Office of Cards - 067_2 - [INTERVISTA] - Enrico Pandian, “tira e tasi”",https://open.spotify.com/episode/2HoGItJfvvXatdmrclQbIR,"Seconda parte dell'intervista a Enrico Pandian, Founder di StartupGym.  Trovate show notes e link discussi su https://it.officeofcards.com/podcasts  Buon Ascolto!  Learn more about your ad choices. Visit megaphone.fm/adchoices",67,2,INTERVISTA,Enrico Pandian,https://officeofcards.com/ospite/enrico-pandian/,https://podcasts.google.com/feed/aHR0cHM6Ly9mZWVkcy5tZWdhcGhvbmUuZm0vb2ZmaWNlb2ZjYXJkcw/episode/b2ZmaWNlb2ZjYXJkcy5wb2RiZWFuLmNvbS8yNjZkMWU2My1mNmM0LTM1MGUtOWE3Yy1lNzhmMzRiMjliMmY?sa=X&ved=2ahUKEwj9j7z8g_D_AhX7hv0HHXSvAOgQkfYCegQIARAF,enrico pandian,,
"Office of Cards - 067_1 - [INTERVISTA] - Enrico Pandian, “tira e tasi”",https://open.spotify.com/episode/3irttq78TrOSVFxqwp3p0g,"Prima parte dell'intervista a Enrico Pandian, Founder di StartupGym.  Trovate show notes e link discussi su https://it.officeofcards.com/podcasts  Buon Ascolto!  Learn more about your ad choices. Visit megaphone.fm/adchoices",67,1,INTERVISTA,Enrico Pandian,https://officeofcards.com/ospite/enrico-pandian/,https://podcasts.google.com/feed/aHR0cHM6Ly9mZWVkcy5tZWdhcGhvbmUuZm0vb2ZmaWNlb2ZjYXJkcw/episode/b2ZmaWNlb2ZjYXJkcy5wb2RiZWFuLmNvbS8xNmJhOWY3ZS1iZjM1LTM5YTAtYWFhZi02MDYwNTUzMzY0Mzc?sa=X&ved=2ahUKEwj9j7z8g_D_AhX7hv0HHXSvAOgQkfYCegQIARAF,enrico pandian,,
"Office of Cards - 066_2 - [INTERVISTA] - Roberto Bonzio (Italiani di Frontiera): “Combinare scienza, tecnologia e cultura umanistica per affrontare la complessità”",https://open.spotify.com/episode/4btq87RUj8X9Sfu0b8iYFw,"Seconda parte dell'intervista a Roberto Bonzio, Giornalista e autore di Italiani di Frontiera.  Trovate show notes e link discussi su https://it.officeofcards.com/podcasts  Buon Ascolto!  Learn more about your ad choices. Visit megaphone.fm/adchoices",66,2,INTERVISTA,Roberto Bonzio,https://officeofcards.com/ospite/roberto-bonzio/,https://podcasts.google.com/feed/aHR0cHM6Ly9mZWVkcy5tZWdhcGhvbmUuZm0vb2ZmaWNlb2ZjYXJkcw/episode/b2ZmaWNlb2ZjYXJkcy5wb2RiZWFuLmNvbS8yMmRlYjIzYy05NjdhLTNhMGQtYWVmMS04MTNhMmNhOGJlZTM?sa=X&ved=2ahUKEwj9j7z8g_D_AhX7hv0HHXSvAOgQkfYCegQIARAF,roberto bonzio,,
